game,platform,release_date,metascore,userscore,developer,genre,num_critic_reviews,num_user_rating
Hindsight,PC,2022/08/04,76,NA,Joel Mcdonald,"Adventure, General",11,NA
Mario Kart 8 Deluxe: Booster Course Pass - Wave 2,Switch,2022/08/04,75,7,Nintendo,"Racing, Arcade, Automobile",7,4
Sword and Fairy: Together Forever,PlayStation 5,2022/08/04,73,7.8,"Softstar Technology (Beijing) Co.,Ltd","Role-Playing, Action RPG",20,16
South of the Circle,Xbox Series X,2022/08/03,79,NA,State of Play Games,"Adventure, General",8,NA
South of the Circle,PC,2022/08/03,75,6.8,NA,NA,NA,NA
South of the Circle,PlayStation 5,2022/08/03,73,7.8,State of Play Games,"Adventure, General",11,4
South of the Circle,Switch,2022/08/03,69,NA,State of Play Games,"Adventure, General",7,NA
Frogun,Switch,2022/08/02,74,NA,Molegato,"Action, Platformer, 3D",8,NA
Xenoblade Chronicles 3,Switch,2022/07/29,89,8.6,Monolith Soft,"Role-Playing, Action RPG",120,1064
Digimon Survive,Switch,2022/07/29,77,8,"Bandai Namco Games, Hyde, WitchCraft","Role-Playing, Trainer, Strategy, Turn-Based, Tactics",22,344
Digimon Survive,Xbox One,2022/07/29,70,6.7,"Bandai Namco Games, Hyde, WitchCraft","Role-Playing, Trainer, Strategy, Turn-Based, Tactics",12,160
Digimon Survive,PlayStation 4,2022/07/29,69,7.4,"Bandai Namco Games, Hyde, WitchCraft","Role-Playing, Trainer, Strategy, Turn-Based, Tactics",26,242
Azure Striker Gunvolt 3,Switch,2022/07/28,83,6.7,Inti Creates,"Action, Platformer, 2D",12,13
The Sims 4: High School Years,PC,2022/07/28,74,NA,Maxis,"Simulation, Virtual, Virtual Life",8,NA
Bear and Breakfast,PC,2022/07/28,72,7.6,Gummy Cat,"Strategy, Management, Business / Tycoon",13,7
MultiVersus,PlayStation 5,2022/07/26,80,6.9,Player First Games,"Action, Fighting, 2D",12,67
MultiVersus,PC,2022/07/26,78,5.8,Player First Games,"Action, Fighting, 2D",7,42
Story of Seasons: Pioneers of Olive Town,PlayStation 4,2022/07/26,76,NA,Three Rings,"Strategy, Management, Business / Tycoon",8,NA
Live A Live,Switch,2022/07/22,81,7.5,"Square Enix, historia Inc","Strategy, Turn-Based, Tactics",96,84
Capcom Arcade 2nd Stadium,Switch,2022/07/22,79,NA,Capcom,"Miscellaneous, Compilation",12,NA
Capcom Arcade 2nd Stadium,Xbox One,2022/07/22,78,NA,Capcom,"Miscellaneous, Compilation",7,NA
Capcom Arcade 2nd Stadium,PlayStation 4,2022/07/22,78,5.3,Capcom,"Miscellaneous, Compilation",29,6
Wayward Strand,PlayStation 5,2022/07/21,79,NA,Ghost Pattern,"Adventure, General",11,NA
Coromon,Switch,2022/07/21,75,7.7,NA,NA,NA,NA
Bright Memory: Infinite,Xbox Series X,2022/07/21,70,7.5,FYQD-Studio,"Action, Shooter, First-Person, Arcade",15,11
River City Saga: Three Kingdoms,Switch,2022/07/21,66,NA,Aplus,"Action, Beat-'Em-Up, 2D",7,NA
Bright Memory: Infinite,PlayStation 5,2022/07/21,63,6.3,FYQD-Studio,"Action, Shooter, First-Person, Arcade",14,8
Bright Memory: Infinite,Switch,2022/07/21,60,6.6,FYQD-Studio,"Action, Shooter, First-Person, Arcade",10,7
Severed Steel,PlayStation 5,2022/07/20,78,NA,Greylock Studio,"Action, Shooter, First-Person, Arcade",8,NA
Baldur's Gate: Dark Alliance II,Switch,2022/07/20,67,NA,Black Isle Studios,"Role-Playing, Action RPG",7,NA
Forza Horizon 5: Hot Wheels,Xbox Series X,2022/07/19,85,7.9,Playground Games,"Racing, Simulation, Automobile",19,157
Stray,PlayStation 5,2022/07/19,83,8.6,"Bluetwelve, BlueTwelve Studio","Action Adventure, Adventure, General, 3D, Third-Person",99,1545
Stray,PC,2022/07/19,82,8.4,BlueTwelve Studio,"Action Adventure, Adventure, General, 3D, Third-Person",41,490
Endling - Extinction is Forever,Switch,2022/07/19,82,7.8,Herobeat Studios,"Action Adventure, Adventure, General",9,15
Endling - Extinction is Forever,PlayStation 4,2022/07/19,82,8.3,Herobeat Studios,"Action Adventure, Adventure, General",9,12
As Dusk Falls,PC,2022/07/19,77,6.9,INTERIOR/NIGHT,"Adventure, General",19,104
As Dusk Falls,Xbox Series X,2022/07/19,77,7.6,INTERIOR/NIGHT,"Adventure, General",74,210
Endling - Extinction is Forever,PC,2022/07/19,75,8.4,Herobeat Studios,"Adventure, Action Adventure, General",24,27
LOUD,Switch,2022/07/15,72,NA,"QubicGames, Hyperstrange","Action, Rhythm, Music",13,NA
Eyes in the Dark: The Curious Case of One Victoria Bloom,PC,2022/07/14,81,NA,Under the Stairs,"Action, Platformer, 2D",15,NA
PowerWash Simulator,PC,2022/07/14,76,7.8,FuturLab,"Simulation, General, Virtual, Career",9,20
Escape Academy,Xbox Series X,2022/07/14,76,6.6,Coin Crew Games,"Adventure, 3D, First-Person",9,9
PowerWash Simulator,Xbox Series X,2022/07/14,75,7.1,FuturLab,"Simulation, Virtual, Career",15,19
Mothmen 1966,PC,2022/07/14,69,NA,LCB Game Studio,"Adventure, Visual Novel",7,NA
XEL,Switch,2022/07/14,43,NA,Tiny Roar,"General, Action Adventure, Open-World",9,NA
Escape Academy,PC,2022/07/13,79,8.3,Coin Crew Games,"Adventure, 3D, First-Person",17,9
Loopmancer,PC,2022/07/13,74,7.8,eBrain Studio,"Action, General, Platformer, 2D",11,5
Rune Factory 5,PC,2022/07/13,74,6,HAKAMA,"Role-Playing, Action RPG",9,6
F.I.S.T.: Forged In Shadow Torch,Switch,2022/07/12,79,5.9,TIGAMES,"Action, Platformer, Metroidvania",11,7
Klonoa Phantasy Reverie Series,Xbox Series X,2022/07/08,79,8.2,"Bandai Namco Games, MONKEYCRAFT Co. Ltd.","Miscellaneous, Compilation",10,11
Klonoa Phantasy Reverie Series,PlayStation 5,2022/07/08,78,8.3,"Bandai Namco Games, MONKEYCRAFT Co. Ltd.","Miscellaneous, Compilation",32,22
Klonoa Phantasy Reverie Series,Switch,2022/07/08,78,7.8,"Bandai Namco Games, MONKEYCRAFT Co. Ltd.","Miscellaneous, Compilation",20,29
Klonoa Phantasy Reverie Series,PC,2022/07/08,76,7.6,"Bandai Namco Games, MONKEYCRAFT Co. Ltd.","Miscellaneous, Compilation",8,17
MADiSON,PC,2022/07/08,75,8.9,BLOODIOUS GAMES,"Action Adventure, Adventure, 3D, Survival, First-Person",19,427
MADiSON,Xbox Series X,2022/07/08,75,9.3,BLOODIOUS GAMES,"Action Adventure, Adventure, 3D, Survival, First-Person",9,127
MADiSON,PlayStation 5,2022/07/08,72,8.2,BLOODIOUS GAMES,"Action Adventure, Adventure, 3D, Survival, First-Person",12,217
Eternal Hope,Xbox One,2022/07/08,69,NA,Doublehit Games,"Action, Platformer, 2D",7,NA
GWENT: Rogue Mage,PC,2022/07/07,72,5.1,CD Projekt Red Studio,"Miscellaneous, Board / Card Game",9,24
Witch Strandings,PC,2022/07/07,59,NA,"Strange Scaffold, vwudqjh vfdiirog","Adventure, Strategy, General",8,NA
Matchpoint: Tennis Championships,Xbox Series X,2022/07/07,59,5.9,NA,NA,NA,NA
Matchpoint: Tennis Championships,PlayStation 5,2022/07/07,58,8,Torus Games,"Sports, Individual, Tennis",16,5
Arcadegeddon,PlayStation 5,2022/07/05,73,6.9,IllFonic,"Action, Shooter, Third-Person, Arcade",14,48
Yurukill: The Calumniation Games,Switch,2022/07/05,72,6.8,G.Rev,"Action, Shooter, Shoot-'Em-Up, Vertical",19,4
Yurukill: The Calumniation Games,PlayStation 5,2022/07/05,70,NA,G.Rev,"Action, Shooter, Shoot-'Em-Up, Vertical",14,NA
F1 22,PC,2022/07/01,81,3.2,Codemasters,"Action, General, Racing, Simulation, Automobile",22,52
Gamedec,Switch,2022/07/01,69,NA,Anshar Studios,"Role-Playing, General, Western-Style",7,NA
Cuphead in the Delicious Last Course,Xbox One,2022/06/30,92,8.3,Studio MDHR,"Action, Platformer, 2D",9,41
Cuphead in the Delicious Last Course,PC,2022/06/30,89,8.2,Studio MDHR,"Action, Platformer, 2D",39,97
Cuphead in the Delicious Last Course,Switch,2022/06/30,88,7.9,Studio MDHR,"Action, Platformer, 2D",15,25
Monster Hunter Rise: Sunbreak,PC,2022/06/30,86,3.3,Capcom,"Role-Playing, Action RPG",46,135
Cuphead in the Delicious Last Course,PlayStation 4,2022/06/30,86,7.8,Studio MDHR,"Action, Platformer, 2D",8,31
Monster Hunter Rise: Sunbreak,Switch,2022/06/30,85,3.3,Capcom,"Role-Playing, Action RPG",40,127
Outriders Worldslayer,Xbox Series X,2022/06/30,78,6.3,People Can Fly,"Action, Shooter, Third-Person, Arcade",9,4
Outriders Worldslayer,PC,2022/06/30,73,4.8,People Can Fly,"Action, Shooter, Third-Person, Arcade",22,10
Outriders Worldslayer,PlayStation 5,2022/06/30,72,4.8,People Can Fly,"Action, Shooter, Third-Person, Arcade",15,5
Ground Divers!,Switch,2022/06/30,72,NA,Arc System Works,"Puzzle, Action",7,NA
Portal Companion Collection,Switch,2022/06/28,96,8.2,Valve Software,"Miscellaneous, Compilation",8,86
F1 22,Xbox Series X,2022/06/28,81,4,Codemasters,"Action, General, Racing, Simulation, Automobile",22,30
DNF Duel,PlayStation 5,2022/06/28,80,6.4,"Arc System Works, Eighting","Action, Fighting, 2D",18,11
DNF Duel,PC,2022/06/28,79,6.9,"Arc System Works, Eighting","Action, Fighting, 2D",18,8
F1 22,PlayStation 5,2022/06/28,79,3.2,Codemasters,"Action, General, Racing, Simulation, Automobile",38,77
Birushana: Rising Flower of Genpei,Switch,2022/06/28,79,NA,Otomate,"Adventure, Visual Novel",12,NA
Fobia - St. Dinfna Hotel,PlayStation 5,2022/06/28,73,8.1,"Maximum Games, Pulsatrix Studios","Action Adventure, Survival",22,37
Fobia - St. Dinfna Hotel,PC,2022/06/28,71,8.1,Pulsatrix Studios,"Action Adventure, Survival",10,33
Disgaea 6 Complete,PlayStation 5,2022/06/28,68,NA,Nippon Ichi Software,"Strategy, Turn-Based, Tactics",13,NA
MX vs ATV Legends,Xbox Series X,2022/06/28,56,NA,Rainbow Studios,"Racing, Arcade, Automobile",12,NA
MX vs ATV Legends,PlayStation 5,2022/06/28,55,5,Rainbow Studios,"Racing, Arcade, Automobile",16,6
AI: The Somnium Files - nirvanA Initiative,PC,2022/06/24,88,8.3,Spike Chunsoft,"Action Adventure, General",10,90
AI: The Somnium Files - nirvanA Initiative,Switch,2022/06/24,86,8,Spike Chunsoft,"Action Adventure, General",12,52
AI: The Somnium Files - nirvanA Initiative,PlayStation 4,2022/06/24,85,8.6,Spike Chunsoft,"Action Adventure, General",19,39
Capcom Fighting Collection,Xbox One,2022/06/24,82,6.6,Capcom,"Miscellaneous, Compilation",8,5
Pocky & Rocky Reshrined,Switch,2022/06/24,81,7.4,NATSUME ATARI Inc.,"Action, Shooter, Shoot-'Em-Up, Top-Down",9,11
Fire Emblem Warriors: Three Hopes,Switch,2022/06/24,80,8.2,"Nintendo, Koei Tecmo Games","Strategy, Real-Time, General, Action, Beat-'Em-Up, 3D",106,378
Capcom Fighting Collection,PlayStation 4,2022/06/24,79,5.1,Capcom,"Miscellaneous, Compilation",35,9
Capcom Fighting Collection,PC,2022/06/24,79,NA,Capcom,"Miscellaneous, Compilation",11,NA
Capcom Fighting Collection,Switch,2022/06/24,77,6,Capcom,"Miscellaneous, Compilation",15,5
Pocky & Rocky Reshrined,PlayStation 4,2022/06/24,77,NA,NATSUME ATARI Inc.,"Action, Shooter, Shoot-'Em-Up, Top-Down",8,NA
Gordian Quest,PC,2022/06/23,84,8.2,Mixed Realms Pte Ltd,"Strategy, Turn-Based, Card Battle",9,9
Sonic Origins,PlayStation 5,2022/06/23,78,7.1,Sega,"Miscellaneous, Compilation",44,69
Sonic Origins,Xbox Series X,2022/06/23,75,5.2,Sega,"Miscellaneous, Compilation",12,18
Sonic Origins,Switch,2022/06/23,74,6.4,Sega,"Miscellaneous, Compilation",23,39
Sonic Origins,PC,2022/06/23,73,4.4,Sega,"Miscellaneous, Compilation",11,40
Deliver Us The Moon,PlayStation 5,2022/06/23,71,6.8,KeokeN Interactive,"Action Adventure, Adventure, General",8,26
Blade Runner: Enhanced Edition,Switch,2022/06/23,52,4,Night Dive Studios,"Adventure, Point-and-Click",11,7
Neon White,PC,2022/06/16,90,8.4,"Ben Esposito, Angel Matrix","Action, Shooter, First-Person, Arcade",38,101
Neon White,Switch,2022/06/16,88,7.7,"Ben Esposito, Angel Matrix","Action, Shooter, First-Person, Arcade",23,34
Teenage Mutant Ninja Turtles: Shredder's Revenge,Switch,2022/06/16,87,8.3,Tribute Games,"Action, Beat-'Em-Up, 2D",27,99
Teenage Mutant Ninja Turtles: Shredder's Revenge,Xbox One,2022/06/16,87,8.1,Tribute Games,"Action, Beat-'Em-Up, 2D",18,90
Teenage Mutant Ninja Turtles: Shredder's Revenge,PlayStation 4,2022/06/16,85,8.5,Tribute Games,"Action, Beat-'Em-Up, 2D",46,89
Teenage Mutant Ninja Turtles: Shredder's Revenge,PC,2022/06/16,84,8.7,Tribute Games,"Action, Beat-'Em-Up, 2D",45,171
The Sims 4: Werewolves,PC,2022/06/16,80,NA,Maxis,"Simulation, Virtual, Virtual Life",7,NA
Redout 2,PC,2022/06/16,78,6.4,34BigThings,"Racing, Arcade, Futuristic",13,10
Cloud Gardens,Switch,2022/06/16,75,NA,Noio,"Puzzle, General",7,NA
Starship Troopers - Terran Command,PC,2022/06/16,70,7,The Artistocrats,"Strategy, Real-Time, General, Command",36,21
Frozenheim,PC,2022/06/16,67,NA,Paranoid Interactive,"Strategy, Real-Time, General",14,NA
Redout 2,PlayStation 5,2022/06/16,66,NA,34BigThings,"Racing, Arcade, Futuristic",13,NA
Zorro: The Chronicles,PlayStation 5,2022/06/16,49,NA,Bkom,"Action Adventure, Adventure, General, 3D, Third-Person",7,NA
OlliOlli World: VOID Riders,PC,2022/06/15,84,NA,roll7,"Action, Platformer, 2D",7,NA
Vampire: The Masquerade - Swansong,Xbox Series X,2022/06/14,62,4.1,Big Bad Wolf,"Role-Playing, Western-Style",13,17
Symphony of War: The Nephilim Saga,PC,2022/06/10,81,8,Dancing Dragon games,"Role-Playing, General",8,12
The Quarry,PC,2022/06/10,79,5.5,Supermassive Games,"Action Adventure, Survival",86,262
The Quarry,Xbox Series X,2022/06/10,78,7.1,Supermassive Games,"Action Adventure, Survival",13,67
The Quarry,PlayStation 5,2022/06/10,74,6.8,Supermassive Games,"Action Adventure, Survival",29,178
Demon Slayer: Kimetsu no Yaiba - The Hinokami Chronicles,Switch,2022/06/10,74,6.6,CyberConnect2,"Action, Fighting, 3D",16,8
Mario Strikers: Battle League,Switch,2022/06/10,73,4.2,"Next Level Games, Nintendo","Sports, Team, Soccer, Arcade",112,372
Metal Max Xeno Reborn,PlayStation 4,2022/06/10,72,NA,Kadokawa,"Role-Playing, General",9,NA
Zeus Quest - The Rebirth of Earth,PlayStation 5,2022/06/10,69,6.4,"Innerloop, CrazySoft","Sports, Adventure, Alternative, Point-and-Click, Other",13,7
INDUSTRIA,Xbox Series X,2022/06/09,65,NA,Bleakmill,"Action, Shooter, First-Person, Arcade",9,NA
Star Wars: Knights of the Old Republic II - The Sith Lords,Switch,2022/06/08,76,6.7,Aspyr,"General, Role-Playing, Western-Style",21,26
SpellForce III Reforced,Xbox Series X,2022/06/07,77,NA,Grimlore Games,"Strategy, Real-Time, Tactics",7,NA
SpellForce III Reforced,PlayStation 5,2022/06/07,70,7.3,Grimlore Games,"Strategy, Real-Time, Tactics",12,6
The Elder Scrolls Online: High Isle,PC,2022/06/06,79,6.5,ZeniMax Media,"Role-Playing, Massively Multiplayer",17,8
Wonder Boy Collection,PlayStation 4,2022/06/03,71,NA,Bliss Brain,"Miscellaneous, Compilation",12,NA
Wonder Boy Collection,Switch,2022/06/03,67,NA,Bliss Brain,"Miscellaneous, Compilation",14,NA
Card Shark,PC,2022/06/02,80,7.4,Nerial,"Miscellaneous, Board / Card Game, Adventure, General",35,18
Card Shark,Switch,2022/06/02,80,7.5,"Devolver Digital, Nerial","Miscellaneous, Board / Card Game, Adventure, General",32,11
Souldiers,PlayStation 5,2022/06/02,77,5.2,Retro Forge,"Action, Platformer, 2D, Metroidvania",13,12
Souldiers,PC,2022/06/02,77,6.1,Retro Forge,"Action, Platformer, 2D, Metroidvania",14,10
Souldiers,Switch,2022/06/02,72,6.8,Retro Forge,"Action, Platformer, 2D, Metroidvania",8,8
Gravitar: Recharged,Switch,2022/06/02,70,NA,"SneakyBox, Adamvision Studios","Action, Arcade",7,NA
Diablo Immortal,PC,2022/06/02,59,0.3,"Blizzard Entertainment, NetEase Game","Role-Playing, Action RPG, Massively Multiplayer",13,4819
SILT,PC,2022/06/01,72,6.5,Spiral Circus,"Action Adventure, General, Open-World",8,10
SILT,Switch,2022/06/01,72,6,Spiral Circus,"Action Adventure, General, Open-World",10,7
SILT,Xbox Series X,2022/06/01,71,NA,Spiral Circus,"Action Adventure, General, Open-World",10,NA
SILT,PlayStation 5,2022/06/01,70,5.8,Spiral Circus,"Action Adventure, General, Open-World",9,4
Pac-Man Museum+,Switch,2022/05/27,74,NA,"Now Production, Bandai Namco Games","Miscellaneous, Compilation",12,NA
Pac-Man Museum+,PlayStation 4,2022/05/27,72,7.6,Bandai Namco Games,"Miscellaneous, Compilation",13,5
Kao the Kangaroo,PC,2022/05/27,69,6.9,Tate Multimedia,"Action, Platformer, 3D",11,15
Kao the Kangaroo,Xbox Series X,2022/05/27,69,8.1,Tate Multimedia,"Action, Platformer, 3D",17,10
Kao the Kangaroo,Switch,2022/05/27,65,6.7,Tate Multimedia,"Action, Platformer, 3D",18,9
Kao the Kangaroo,PlayStation 5,2022/05/27,63,5.6,Tate Multimedia,"Action, Platformer, 3D",17,9
Hatsune Miku: Project Diva MegaMix+,PC,2022/05/26,82,NA,Sega AM2,"Action, Rhythm, Music",14,NA
Sniper Elite 5,PC,2022/05/26,79,6.5,Rebellion,"Action, Shooter, First-Person, Tactical",28,71
Sniper Elite 5,Xbox Series X,2022/05/26,77,5.9,Rebellion,"Action, Shooter, First-Person, Tactical",24,63
Sniper Elite 5,PlayStation 5,2022/05/26,77,5.8,Rebellion,"Action, Shooter, First-Person, Tactical",58,52
BioMotor Unitron,Switch,2022/05/26,65,NA,SNK Corporation,"Role-Playing, Strategy, General",10,NA
Out There: Oceans of Time,PC,2022/05/26,57,NA,Mi-Clos Studio,"Strategy, Adventure, General, Visual Novel",11,NA
Freud's Bones-the game,PC,2022/05/25,77,7.9,Axel Fox,"Adventure, General, Point-and-Click",7,11
Roller Champions,PC,2022/05/25,69,3.5,Ubisoft Montreal,"Sports, Team, Futuristic",12,44
Hardspace: Shipbreaker,PC,2022/05/24,82,7.7,Blackbird Interactive,"Simulation, General, Virtual, Career",33,30
Touken Ranbu Warriors,Switch,2022/05/24,68,9.1,Omega Force,"Role-Playing, General, Action RPG",25,97
Cotton Fantasy,PlayStation 4,2022/05/20,80,NA,"Success, Studio Saizensen","Action, Shooter, Shoot-'Em-Up, Horizontal",7,NA
Cotton Fantasy,Switch,2022/05/20,78,7.5,"Success, Studio Saizensen","Action, Shooter, Shoot-'Em-Up, Horizontal",13,6
DOLMEN,PlayStation 5,2022/05/20,61,6.8,Massive Work Studio,"Role-Playing, Action RPG",31,20
DOLMEN,Xbox Series X,2022/05/20,57,7.4,Massive Work Studio,"Role-Playing, Action RPG",11,9
DOLMEN,PC,2022/05/20,54,6.5,Massive Work Studio,"Role-Playing, Action RPG",16,25
Eternal Threads,PC,2022/05/19,73,5.2,Cosmonaut Studios,"Adventure, 3D, First-Person",29,5
Vampire: The Masquerade - Swansong,PC,2022/05/19,66,2.8,Big Bad Wolf,"Role-Playing, Western-Style",52,76
Vampire: The Masquerade - Swansong,PlayStation 5,2022/05/19,64,3.8,Big Bad Wolf,"Role-Playing, Western-Style",29,36
Snow Bros. Nick & Tom Special,Switch,2022/05/19,60,NA,CRT Games,"Action, Platformer, 2D",7,NA
Tennis Manager 2022,PC,2022/05/17,71,NA,Rebound Capital Games,"Sports, Individual, Tennis",7,NA
Evil Dead: The Game,PC,2022/05/13,76,5.3,Saber Interactive,"Action Adventure, Survival",18,80
Evil Dead: The Game,PlayStation 5,2022/05/13,72,7.6,Saber Interactive,"Action Adventure, Survival",41,115
Evil Dead: The Game,Xbox Series X,2022/05/13,72,7,Saber Interactive,"Action Adventure, Survival",26,43
Dungeons of Dreadrock,Switch,2022/05/12,81,7.3,Prof. Dr. Christoph Minnameier,"Action Adventure, General",19,6
The Centennial Case: A Shijima Story,Switch,2022/05/12,77,NA,h.a.n.d. Inc.,"Adventure, General",10,NA
The Centennial Case: A Shijima Story,PlayStation 5,2022/05/12,71,7,h.a.n.d. Inc.,"Adventure, General",28,6
Seven Pirates H,Switch,2022/05/12,64,8,Compile Heart,"Role-Playing, Roguelike, Japanese-Style",8,5
Mini Motorways,Switch,2022/05/11,81,NA,Dinosaur Polo Club,"Strategy, General, Management, Government",13,NA
OPUS: Echo of Starsong - Full Bloom Edition,Switch,2022/05/11,76,7.5,SIGONO INC.,"Adventure, General",8,13
Soundfall,PlayStation 5,2022/05/11,67,NA,Drastic Games,"Action, Action Adventure, General, Shooter, Shoot-'Em-Up, Top-Down",9,NA
Soundfall,PC,2022/05/11,66,NA,Drastic Games,"Action, Action Adventure, General, Shooter, Shoot-'Em-Up, Top-Down",8,NA
Gibbon: Beyond the Trees,Switch,2022/05/11,63,NA,Broken Rules,"Action, Platformer, 2D",9,NA
This War of Mine: Final Cut,PlayStation 5,2022/05/10,82,5,11 bit studios,"Action, General, Miscellaneous, Action Adventure, Survival, Board / Card Game",12,7
We Were Here Forever,PC,2022/05/10,77,7.3,Total Mayhem Games,"Adventure, 3D, First-Person",29,12
Prinny Presents NIS Classics Vol. 2,Switch,2022/05/10,74,NA,Nippon Ichi Software,"Miscellaneous, Compilation",11,NA
Eiyuden Chronicle: Rising,PlayStation 5,2022/05/10,74,6.9,"NATSUME ATARI Inc., Rabbit & Bear Studios","Japanese-Style, Role-Playing, Action RPG",18,21
Salt and Sacrifice,PlayStation 5,2022/05/10,73,5,"Ska Studios, Devoured Studios","Role-Playing, Action RPG, Action, Platformer, , Metroidvania",14,31
Brigandine: The Legend of Runersia,PC,2022/05/10,72,NA,Matrix Software,"Strategy, Turn-Based, Tactics",7,NA
Salt and Sacrifice,PC,2022/05/10,72,3.8,"Ska Studios, Devoured Studios","Role-Playing, Action RPG, Action, Platformer, , Metroidvania",39,94
Eiyuden Chronicle: Rising,PC,2022/05/10,71,6.1,"NATSUME ATARI Inc., Rabbit & Bear Studios","Japanese-Style, Role-Playing, Action RPG",28,19
Eiyuden Chronicle: Rising,Switch,2022/05/10,65,6.2,"NATSUME ATARI Inc., Rabbit & Bear Studios","Role-Playing, Action RPG",18,15
Crowns and Pawns: Kingdom of Deceit,PC,2022/05/06,78,8.3,Tag of Joy,"Adventure, Point-and-Click",11,11
Citizen Sleeper,Xbox Series X,2022/05/05,85,7.2,Jump Over The Age,"Role-Playing, Action Adventure, General, Western-Style",9,11
Citizen Sleeper,Switch,2022/05/05,83,NA,Jump Over The Age,"Role-Playing, Action Adventure, General, Western-Style",9,NA
Citizen Sleeper,PC,2022/05/05,82,7,Jump Over The Age,"Role-Playing, Action Adventure, General, Western-Style",16,23
